Interactor1	Interactor2	Interaction
P27361	P27448	R-HSA-6802695
P36507	P27448	R-HSA-6802695
P28482	Q02750	R-HSA-6802695
P28482	P27448	R-HSA-6802695
P27361	P36507	R-HSA-6802695
P28482	Q8IVT5	R-HSA-6802710
Q8IVT5	P36507	R-HSA-6802710
P28482	P36507	R-HSA-6802710
P27361	P36507	R-HSA-6802710
P27361	Q8IVT5	R-HSA-6802710
P27448	P36507	R-HSA-6802710
P27361	P27448	R-HSA-6802710
Q8IVT5	Q02750	R-HSA-6802710
P28482	Q02750	R-HSA-6802710
P27361	Q02750	R-HSA-6802710
P28482	P27448	R-HSA-6802710
P27448	Q02750	R-HSA-6802710
Q8IVT5	P27361	R-HSA-6802711
P27448	Q02750	R-HSA-6802711
P27448	P27361	R-HSA-6802711
P27361	Q02750	R-HSA-6802711
P27361	P36507	R-HSA-6802711
Q8IVT5	P36507	R-HSA-6802711
P28482	Q02750	R-HSA-6802711
P27448	P28482	R-HSA-6802711
P27448	P36507	R-HSA-6802711
Q8IVT5	P28482	R-HSA-6802711
Q8IVT5	Q02750	R-HSA-6802711
P28482	P36507	R-HSA-6802711
Q7Z6A9	Q92956	R-HSA-389920
29108	Q96RR4	R-HSA-9619404
P0DP23	Q96RR4	R-HSA-9619404
Q9BXL7	Q9BXL7	R-HSA-1168616
Q9BXL7	O95999	R-HSA-2685679
Q9BXL7	Q9UDY8	R-HSA-2685679
Q9BXL7	O95999	R-HSA-1168622
Q9UDY8	Q9UDY8	R-HSA-1168622
O95999	O95999	R-HSA-1168622
Q9UDY8	Q9BXL7	R-HSA-1168622
Q9UDY8	O95999	R-HSA-1168622
O43318	Q9BXL7	R-HSA-1168619
O43318	Q9UDY8	R-HSA-1168619
O43318	O95999	R-HSA-1168619
O15111	O95999	R-HSA-1168620
Q9Y6K9	O95999	R-HSA-1168620
O43318	O14920	R-HSA-1168620
O14920	Q9BXL7	R-HSA-1168620
O43318	Q9Y6K9	R-HSA-1168620
O14920	O95999	R-HSA-1168620
O43318	Q9UDY8	R-HSA-1168620
O43318	O95999	R-HSA-1168620
O14920	Q9UDY8	R-HSA-1168620
O43318	O15111	R-HSA-1168620
O15111	Q9BXL7	R-HSA-1168620
Q9Y6K9	Q9BXL7	R-HSA-1168620
Q9Y6K9	Q9UDY8	R-HSA-1168620
O15111	Q9UDY8	R-HSA-1168620
O43318	Q9BXL7	R-HSA-1168620
P15498	P15391	R-HSA-9606889
Q99653	29108	R-HSA-5333752
P51797	P51797	R-HSA-6802707
Q6UUV9	P16220	R-HSA-5656495
P16220	P16220	R-HSA-5656495
Q6UUV9	R-HSA-5641209	R-HSA-5656495
P16220	R-HSA-5641209	R-HSA-5656495
P46109	Q13905	R-HSA-9024740
Q49AN0	O15534	R-HSA-421296
P49674	O15534	R-HSA-421296
Q49AN0	O15055	R-HSA-421296
P49674	O15055	R-HSA-421296
Q16526	O15534	R-HSA-421296
Q16526	O15055	R-HSA-421296
P49674	Q49AN0	R-HSA-421296
P49674	Q16526	R-HSA-421296
P49674	O15534	R-HSA-400277
Q16526	O15055	R-HSA-400277
P49674	Q16526	R-HSA-400277
Q49AN0	O15055	R-HSA-400277
Q16526	O15534	R-HSA-400277
P49674	O15055	R-HSA-400277
P49674	Q49AN0	R-HSA-400277
Q49AN0	O15534	R-HSA-400277
P0DP23	Q8N5S9	R-HSA-9619357
P0DP23	Q96RR4	R-HSA-9619357
29108	Q96RR4	R-HSA-9619357
29108	Q8N5S9	R-HSA-9619357
29108	Q96RR4	R-HSA-9618956
P0DP23	Q96RR4	R-HSA-9618956
P0DP23	Q8N5S9	R-HSA-9618956
29108	Q8N5S9	R-HSA-9618956
29108	O88831	R-NUL-9619168
P0DP23	O88831	R-NUL-9619168
Q7Z5K2	Q29RF7	R-HSA-2545249
Q7Z5K2	Q9NTI5	R-HSA-2545249
P19525	P19525	R-HSA-9833821
P19525	P19525	R-HSA-9836331
P12931	P98172	R-HSA-3928499
P07948	P52799	R-HSA-3928499
P12931	P52799	R-HSA-3928499
P06241	Q15768	R-HSA-3928499
P07948	Q15768	R-HSA-3928499
P06241	P98172	R-HSA-3928499
P07947	P52799	R-HSA-3928499
P07947	Q15768	R-HSA-3928499
P07947	P98172	R-HSA-3928499
P06241	P52799	R-HSA-3928499
P12931	Q15768	R-HSA-3928499
P07948	P98172	R-HSA-3928499
Q15811	P98172	R-HSA-3928546
Q15811	P52799	R-HSA-3928546
Q15811	Q15768	R-HSA-3928546
O00401	P98172	R-HSA-3928511
Q15811	P52799	R-HSA-3928511
Q15811	P98172	R-HSA-3928511
Q15811	Q15768	R-HSA-3928511
O00401	Q15768	R-HSA-3928511
O00401	P52799	R-HSA-3928511
P52799	P60953	R-HSA-3928566
Q15811	37565	R-HSA-3928566
Q15768	P60953	R-HSA-3928566
O00401	37565	R-HSA-3928566
P98172	37565	R-HSA-3928566
O00401	P60953	R-HSA-3928566
P52799	37565	R-HSA-3928566
Q15768	37565	R-HSA-3928566
Q15811	P60953	R-HSA-3928566
P98172	P60953	R-HSA-3928566
58456	Q15768	R-HSA-3928536
58456	P98172	R-HSA-3928536
58456	P60953	R-HSA-3928536
58456	Q15811	R-HSA-3928536
58456	O00401	R-HSA-3928536
58456	P52799	R-HSA-3928536
Q15768	P63261	R-HSA-3928519
O00401	30616	R-HSA-3928519
P98172	P63261	R-HSA-3928519
Q15811	P60709	R-HSA-3928519
P98172	30616	R-HSA-3928519
Q15811	P63261	R-HSA-3928519
P52799	P60709	R-HSA-3928519
Q15768	P60709	R-HSA-3928519
P60953	P60709	R-HSA-3928519
37565	P60709	R-HSA-3928519
O00401	P60709	R-HSA-3928519
P52799	P63261	R-HSA-3928519
P60953	P63261	R-HSA-3928519
O00401	P63261	R-HSA-3928519
58456	P63261	R-HSA-3928519
P52799	30616	R-HSA-3928519
P60953	30616	R-HSA-3928519
37565	P63261	R-HSA-3928519
58456	P60709	R-HSA-3928519
P98172	P60709	R-HSA-3928519
Q15811	30616	R-HSA-3928519
Q15768	30616	R-HSA-3928519
P20936	Q15768	R-HSA-4093322
P20936	P98172	R-HSA-4093322
P20936	P52799	R-HSA-4093322
P98172	P01112	R-HSA-4093320
P52799	58189	R-HSA-4093320
P20936	58189	R-HSA-4093320
P20936	P01112	R-HSA-4093320
Q15768	58189	R-HSA-4093320
Q15768	P01112	R-HSA-4093320
P98172	58189	R-HSA-4093320
P52799	P01112	R-HSA-4093320
P01112	Q15768	R-HSA-4093319
37565	Q15768	R-HSA-4093319
37565	P52799	R-HSA-4093319
37565	P20936	R-HSA-4093319
P01112	P98172	R-HSA-4093319
P01112	P52799	R-HSA-4093319
37565	P98172	R-HSA-4093319
P01112	P20936	R-HSA-4093319
P27986	Q02297	R-HSA-9664654
P42336	Q02297	R-HSA-9664654
P42336	O14511	R-HSA-9664654
P42336	P21860	R-HSA-9664654
P27986	P21860	R-HSA-9664654
P27986	O14511	R-HSA-9664654
P42336	Q02297	R-HSA-9664654
P27986	Q02297	R-HSA-9664654
Q02297	P42679	R-HSA-1963590
P35070	P42679	R-HSA-1963590
P04626	P42679	R-HSA-1963590
P01133	P42679	R-HSA-1963590
P21860	P42679	R-HSA-1963590
P04626	P42679	R-HSA-1963590
Q15303	P42679	R-HSA-1963590
Q15303	P42679	R-HSA-1963590
Q02297	P42679	R-HSA-1963590
O14944	P42679	R-HSA-1963590
Q8WWG1	P42679	R-HSA-1963590
Q99075	P42679	R-HSA-1963590
O14511	P42679	R-HSA-1963590
P00533	P42679	R-HSA-1963590
Q15303	P42679	R-HSA-1963590
P04626	P42679	R-HSA-1963590
Q99075	Q9Y316	R-HSA-6785640
P04626	Q9Y316	R-HSA-6785640
O14511	Q9Y316	R-HSA-6785640
P04626	Q9Y316	R-HSA-6785640
P04626	Q9Y316	R-HSA-6785640
Q02297	Q9Y316	R-HSA-6785640
P35070	Q9Y316	R-HSA-6785640
Q15303	Q9Y316	R-HSA-6785640
P00533	Q9Y316	R-HSA-6785640
Q02297	Q9Y316	R-HSA-6785640
Q15303	Q9Y316	R-HSA-6785640
Q8WWG1	Q9Y316	R-HSA-6785640
O14944	Q9Y316	R-HSA-6785640
Q15303	Q9Y316	R-HSA-6785640
P21860	Q9Y316	R-HSA-6785640
P01133	Q9Y316	R-HSA-6785640
P01133	P61586	R-HSA-6785647
Q15303	P61586	R-HSA-6785647
P00533	37565	R-HSA-6785647
P04626	37565	R-HSA-6785647
O14511	P61586	R-HSA-6785647
P21860	37565	R-HSA-6785647
Q8WWG1	O60610	R-HSA-6785647
Q8WWG1	P61586	R-HSA-6785647
P00533	P61586	R-HSA-6785647
Q8WWG1	37565	R-HSA-6785647
O14944	O60610	R-HSA-6785647
O14944	37565	R-HSA-6785647
P04626	P61586	R-HSA-6785647
Q99075	O60610	R-HSA-6785647
P04626	O60610	R-HSA-6785647
O14511	O60610	R-HSA-6785647
P35070	O60610	R-HSA-6785647
Q9Y316	O60610	R-HSA-6785647
P21860	O60610	R-HSA-6785647
Q02297	P61586	R-HSA-6785647
Q15303	37565	R-HSA-6785647
P04626	O60610	R-HSA-6785647
P35070	P61586	R-HSA-6785647
Q9Y316	P61586	R-HSA-6785647
Q99075	37565	R-HSA-6785647
P01133	O60610	R-HSA-6785647
P35070	37565	R-HSA-6785647
P04626	O60610	R-HSA-6785647
O14944	P61586	R-HSA-6785647
Q15303	O60610	R-HSA-6785647
Q02297	37565	R-HSA-6785647
Q15303	O60610	R-HSA-6785647
P21860	P61586	R-HSA-6785647
Q15303	37565	R-HSA-6785647
Q15303	P61586	R-HSA-6785647
Q9Y316	37565	R-HSA-6785647
Q15303	P61586	R-HSA-6785647
Q15303	37565	R-HSA-6785647
P00533	O60610	R-HSA-6785647
Q02297	O60610	R-HSA-6785647
P04626	37565	R-HSA-6785647
Q15303	O60610	R-HSA-6785647
P04626	P61586	R-HSA-6785647
Q99075	P61586	R-HSA-6785647
Q02297	O60610	R-HSA-6785647
O14511	37565	R-HSA-6785647
P04626	37565	R-HSA-6785647
P04626	P61586	R-HSA-6785647
P01133	37565	R-HSA-6785647
Q02297	P61586	R-HSA-6785647
Q02297	37565	R-HSA-6785647
P04626	Q13882	R-HSA-8848002
O14511	Q13882	R-HSA-8848002
Q99075	Q13882	R-HSA-8848002
O14944	Q13882	R-HSA-8848002
Q15303	Q13882	R-HSA-8848002
P01133	Q13882	R-HSA-8848002
P21860	Q13882	R-HSA-8848002
Q02297	Q13882	R-HSA-8848002
Q15303	Q13882	R-HSA-8848002
Q8WWG1	Q13882	R-HSA-8848002
P04626	Q13882	R-HSA-8848002
Q02297	Q13882	R-HSA-8848002
P35070	Q13882	R-HSA-8848002
P04626	Q13882	R-HSA-8848002
P00533	Q13882	R-HSA-8848002
Q15303	Q13882	R-HSA-8848002
P04626	P04626	R-HSA-1248686
P04626	P29353	R-HSA-9634389
P04626	P29353	R-HSA-9634399
P29353	P62993	R-HSA-9634404
P29353	Q07889	R-HSA-9634404
P04626	P62993	R-HSA-9634404
P04626	Q07889	R-HSA-9634404
Q02297	P35070	R-HSA-1251953
Q02297	O14944	R-HSA-1251953
P35070	O14944	R-HSA-1251953
P35070	Q15303	R-HSA-1251953
Q8WWG1	Q15303	R-HSA-1251953
Q15303	Q15303	R-HSA-1251953
Q02297	Q99075	R-HSA-1251953
P35070	P35070	R-HSA-1251953
Q99075	O14944	R-HSA-1251953
Q02297	Q15303	R-HSA-1251953
Q99075	Q99075	R-HSA-1251953
Q99075	Q15303	R-HSA-1251953
Q8WWG1	Q8WWG1	R-HSA-1251953
Q8WWG1	Q02297	R-HSA-1251953
Q8WWG1	P35070	R-HSA-1251953
O14944	Q15303	R-HSA-1251953
Q8WWG1	Q99075	R-HSA-1251953
Q02297	Q02297	R-HSA-1251953
Q8WWG1	O14944	R-HSA-1251953
Q99075	P35070	R-HSA-1251953
O14944	O14944	R-HSA-1251953
P35070	P35070	R-HSA-1250293
Q02297	Q99075	R-HSA-1250293
Q15303	Q8WWG1	R-HSA-1250293
Q99075	Q99075	R-HSA-1250293
Q8WWG1	O14944	R-HSA-1250293
Q99075	P35070	R-HSA-1250293
Q15303	Q15303	R-HSA-1250293
Q15303	Q02297	R-HSA-1250293
Q15303	P35070	R-HSA-1250293
Q8WWG1	P35070	R-HSA-1250293
Q15303	Q99075	R-HSA-1250293
Q8WWG1	Q99075	R-HSA-1250293
Q8WWG1	Q02297	R-HSA-1250293
O14944	O14944	R-HSA-1250293
Q99075	O14944	R-HSA-1250293
Q02297	O14944	R-HSA-1250293
Q15303	O14944	R-HSA-1250293
P35070	O14944	R-HSA-1250293
Q8WWG1	Q8WWG1	R-HSA-1250293
Q02297	P35070	R-HSA-1250293
Q02297	Q02297	R-HSA-1250293
Q15303	Q15303	R-HSA-1251954
Q15303	Q8WWG1	R-HSA-1251954
Q02297	P35070	R-HSA-1251954
Q99075	Q99075	R-HSA-1251954
Q02297	Q99075	R-HSA-1251954
Q15303	O14944	R-HSA-1251954
Q02297	O14944	R-HSA-1251954
Q02297	Q02297	R-HSA-1251954
P35070	O14944	R-HSA-1251954
P35070	P35070	R-HSA-1251954
Q99075	O14944	R-HSA-1251954
Q8WWG1	Q99075	R-HSA-1251954
O14944	O14944	R-HSA-1251954
Q8WWG1	Q8WWG1	R-HSA-1251954
Q15303	P35070	R-HSA-1251954
Q8WWG1	P35070	R-HSA-1251954
Q99075	P35070	R-HSA-1251954
Q15303	Q99075	R-HSA-1251954
Q15303	Q02297	R-HSA-1251954
Q8WWG1	Q02297	R-HSA-1251954
Q8WWG1	O14944	R-HSA-1251954
Q6NXG1	Q6NXG1	R-HSA-6802706
P42566	Q92783	R-HSA-8867032
P42566	O75886	R-HSA-8867032
Q92783	O14964	R-HSA-8867032
O75886	O14964	R-HSA-8867032
P42566	O14964	R-HSA-8867032
Q9NRY5	Q9NRY5	R-HSA-6802697
Q86XD5	Q86XD5	R-HSA-6802700
Q9BXW9	Q9NVI1	R-HSA-6788402
R-HSA-6785117	Q9BXW9	R-HSA-6788398
Q9NPD8	Q9BXW9	R-HSA-6788398
R-HSA-6785117	Q9NVI1	R-HSA-6788398
Q9NPD8	R-HSA-6785117	R-HSA-6788398
Q9NPD8	Q9NVI1	R-HSA-6788398
Q01362	P30273	R-HSA-2454211
Q01362	P12319	R-HSA-2454211
P12319	P30273	R-HSA-2454211
P42336	P27986	R-HSA-1839055
P51114	P51114	R-HSA-6802705
P68104	P14136	R-HSA-9626070
P14136	P14136	R-HSA-9626245
P08238	P14136	R-HSA-9626048
P13473	P14136	R-HSA-9626048
P14136	P14136	R-HSA-9626048
P07900	P14136	R-HSA-9626048
Q9H2X6	Q13526	R-HSA-6799392
P17181	P29597	R-HSA-909694
O14543	P17181	R-HSA-912684
P17181	P29597	R-HSA-912684
O14543	P29597	R-HSA-912684
O15524	P29597	R-HSA-912684
O15524	P17181	R-HSA-912684
P15260	P23458	R-HSA-873805
P23458	O60674	R-HSA-873826
P15260	P15260	R-HSA-873826
O60674	O60674	R-HSA-873826
P23458	P23458	R-HSA-873826
P15260	O60674	R-HSA-873826
P15260	P38484	R-HSA-873826
P23458	P38484	R-HSA-873826
P38484	O60674	R-HSA-873826
P15260	P23458	R-HSA-873826
P38484	P38484	R-HSA-873826
P02671	P51617	R-HSA-166118
16412	P51617	R-HSA-166118
28640	P51617	R-HSA-166118
8005	P51617	R-HSA-166118
P08571	P51617	R-HSA-166118
Q06187	P51617	R-HSA-166118
P02679	P51617	R-HSA-166118
P06702	P51617	R-HSA-166118
P51617	P51617	R-HSA-166118
P58753	P51617	R-HSA-166118
P23297	P51617	R-HSA-166118
P09429	P51617	R-HSA-166118
P08571	P51617	R-HSA-166118
P16671	P51617	R-HSA-166118
29108	P51617	R-HSA-166118
P30690	P51617	R-HSA-166118
60192	P51617	R-HSA-166118
P26623	P51617	R-HSA-166118
58456	P51617	R-HSA-166118
Q99836	P51617	R-HSA-166118
O60603	P51617	R-HSA-166118
Q9NWZ3	P51617	R-HSA-166118
Q9Y2C9	P51617	R-HSA-166118
Q15399	P51617	R-HSA-166118
P05109	P51617	R-HSA-166118
46896	P51617	R-HSA-166118
P02675	P51617	R-HSA-166118
O00206	P51617	R-HSA-166118
Q9Y6Y9	P51617	R-HSA-166118
R-FLU-9684905	P51617	R-HSA-975130
P51617	P51617	R-HSA-975130
Q9NYK1	P51617	R-HSA-975130
R-ALL-167913	P51617	R-HSA-975130
Q99836	P51617	R-HSA-975130
36706	P51617	R-HSA-975130
Q9NR96	P51617	R-HSA-975130
R-COV-9754729	P51617	R-HSA-975130
Q9NWZ3	P51617	R-HSA-975130
36704	P51617	R-HSA-975130
R-COV-9684906	P51617	R-HSA-975130
R-HIV-9684900	P51617	R-HSA-975130
O60602	P51617	R-HSA-975872
Q9BXR5	P51617	R-HSA-975872
Q9NWZ3	P51617	R-HSA-975872
P51617	P51617	R-HSA-975872
P04949	P51617	R-HSA-975872
Q99836	P51617	R-HSA-975872
R-ALL-168948	P51617	R-HSA-975872
Q9Y4K3	O43187	R-HSA-937064
Q9Y4K3	Q9Y4K3	R-HSA-937064
Q9Y4K3	O43187	R-HSA-975164
Q9Y4K3	Q9Y4K3	R-HSA-975164
O43187	Q9Y4K3	R-HSA-936988
Q9Y4K3	Q9Y4K3	R-HSA-936988
O43187	Q15750	R-HSA-975099
Q9Y4K3	O43318	R-HSA-975099
Q8N5C8	Q15750	R-HSA-975099
Q9Y4K3	Q8N5C8	R-HSA-975099
O43318	Q15750	R-HSA-975099
Q9NYJ8	Q9NYJ8	R-HSA-975099
Q9NYJ8	Q15750	R-HSA-975099
Q9Y4K3	Q15750	R-HSA-975099
O43187	Q9NYJ8	R-HSA-975099
O43187	O43318	R-HSA-975099
Q9NYJ8	Q8N5C8	R-HSA-975099
O43318	Q8N5C8	R-HSA-975099
Q8N5C8	Q8N5C8	R-HSA-975099
O43187	Q8N5C8	R-HSA-975099
O43318	Q9NYJ8	R-HSA-975099
Q15750	Q15750	R-HSA-975099
Q9Y4K3	Q9NYJ8	R-HSA-975099
O43318	O43318	R-HSA-975099
O43318	O43318	R-HSA-936953
Q15750	O43187	R-HSA-936953
Q8N5C8	Q8N5C8	R-HSA-936953
O43318	O43187	R-HSA-936953
O43318	Q9Y4K3	R-HSA-936953
Q15750	Q9Y4K3	R-HSA-936953
Q8N5C8	Q9Y4K3	R-HSA-936953
O43318	Q15750	R-HSA-936953
Q15750	Q9NYJ8	R-HSA-936953
Q9NYJ8	O43187	R-HSA-936953
Q9NYJ8	Q9Y4K3	R-HSA-936953
Q8N5C8	O43187	R-HSA-936953
O43318	Q8N5C8	R-HSA-936953
O43318	Q9NYJ8	R-HSA-936953
Q15750	Q8N5C8	R-HSA-936953
Q9NYJ8	Q9NYJ8	R-HSA-936953
Q15750	Q15750	R-HSA-936953
Q9NYJ8	Q8N5C8	R-HSA-936953
Q9Y4K3	O43318	R-HSA-937060
O43187	O43318	R-HSA-937060
O43318	O43318	R-HSA-937060
Q9Y4K3	Q9Y4K3	R-HSA-975137
O43187	Q9Y4K3	R-HSA-975137
Q9Y4K3	Q9Y4K3	R-HSA-936990
Q9Y4K3	O43187	R-HSA-936990
O43187	P09429	R-HSA-937055
O43187	P08571	R-HSA-937055
O43187	P16671	R-HSA-937055
O43187	P23297	R-HSA-937055
O43187	Q99836	R-HSA-937055
O43187	60192	R-HSA-937055
O43187	P26623	R-HSA-937055
O43187	8005	R-HSA-937055
O43187	P08571	R-HSA-937055
O43187	Q9Y6Y9	R-HSA-937055
O43187	Q15399	R-HSA-937055
O43187	46896	R-HSA-937055
O43187	P02675	R-HSA-937055
O43187	O00206	R-HSA-937055
O43187	P05109	R-HSA-937055
O43187	28640	R-HSA-937055
O43187	P02671	R-HSA-937055
O43187	16412	R-HSA-937055
O43187	P02679	R-HSA-937055
O43187	O43187	R-HSA-937055
O43187	P06702	R-HSA-937055
O43187	O60603	R-HSA-937055
O43187	58456	R-HSA-937055
O43187	Q9Y2C9	R-HSA-937055
O43187	Q06187	R-HSA-937055
O43187	P30690	R-HSA-937055
O43187	29108	R-HSA-937055
O43187	P58753	R-HSA-937055
O43187	Q9NWZ3	R-HSA-937055
O43187	Q9NWZ3	R-HSA-975133
O43187	O43187	R-HSA-975133
O43187	Q99836	R-HSA-975133
O43187	Q9NYK1	R-HSA-975133
O43187	R-COV-9754729	R-HSA-975133
O43187	R-FLU-9684905	R-HSA-975133
O43187	36706	R-HSA-975133
O43187	Q9NR96	R-HSA-975133
O43187	R-HIV-9684900	R-HSA-975133
O43187	R-COV-9684906	R-HSA-975133
O43187	36704	R-HSA-975133
O43187	R-ALL-167913	R-HSA-975133
O43187	Q9BXR5	R-HSA-975867
O43187	R-ALL-168948	R-HSA-975867
O43187	Q99836	R-HSA-975867
O43187	O43187	R-HSA-975867
O43187	Q9NWZ3	R-HSA-975867
O43187	P04949	R-HSA-975867
O43187	O60602	R-HSA-975867
Q14653	Q13526	R-HSA-936444
Q14653	Q14653	R-HSA-936446
O60674	O60674	R-HSA-1433552
P21583	O60674	R-HSA-1433552
P10721	O60674	R-HSA-1433552
P40763	P40763	R-HSA-1433527
P10721	P51692	R-HSA-1433527
P21583	P40763	R-HSA-1433527
P42224	P51692	R-HSA-1433527
P42224	P40763	R-HSA-1433527
P10721	P40763	R-HSA-1433527
P42229	P51692	R-HSA-1433527
P21583	O60674	R-HSA-1433527
P10721	O60674	R-HSA-1433527
P21583	P42224	R-HSA-1433527
P42229	P40763	R-HSA-1433527
P21583	P42229	R-HSA-1433527
P10721	P42224	R-HSA-1433527
P42229	O60674	R-HSA-1433527
P42229	P42229	R-HSA-1433527
P51692	P51692	R-HSA-1433527
P42224	O60674	R-HSA-1433527
P51692	O60674	R-HSA-1433527
O60674	O60674	R-HSA-1433527
P10721	P42229	R-HSA-1433527
P51692	P40763	R-HSA-1433527
P40763	O60674	R-HSA-1433527
P42224	P42224	R-HSA-1433527
P42229	P42224	R-HSA-1433527
P21583	P51692	R-HSA-1433527
P21583	P51692	R-HSA-1469999
P21583	P42229	R-HSA-1469999
P42224	O60674	R-HSA-1469999
P40763	O60674	R-HSA-1469999
P10721	P42224	R-HSA-1469999
P10721	P40763	R-HSA-1469999
P10721	P42229	R-HSA-1469999
P10721	P51692	R-HSA-1469999
P21583	O60674	R-HSA-1469999
P21583	P42224	R-HSA-1469999
P51692	O60674	R-HSA-1469999
P21583	P40763	R-HSA-1469999
O60674	O60674	R-HSA-1469999
P10721	O60674	R-HSA-1469999
P42229	O60674	R-HSA-1469999
P42229	O60674	R-HSA-1470000
P42229	P10721	R-HSA-1470000
P40763	P51692	R-HSA-1470000
P42229	P42229	R-HSA-1470000
P42224	P10721	R-HSA-1470000
P42229	P21583	R-HSA-1470000
P42224	O60674	R-HSA-1470000
P42224	P42229	R-HSA-1470000
P42229	P51692	R-HSA-1470000
P42224	P42224	R-HSA-1470000
P40763	P21583	R-HSA-1470000
P21583	O60674	R-HSA-1470000
P40763	P40763	R-HSA-1470000
P10721	O60674	R-HSA-1470000
P51692	O60674	R-HSA-1470000
P40763	P10721	R-HSA-1470000
P42224	P51692	R-HSA-1470000
P42224	P21583	R-HSA-1470000
P42224	P40763	R-HSA-1470000
P40763	P42229	R-HSA-1470000
O60674	O60674	R-HSA-1470000
P51692	P51692	R-HSA-1470000
P40763	O60674	R-HSA-1470000
P51692	P21583	R-HSA-1470000
P51692	P10721	R-HSA-1470000
P10721	P42229	R-HSA-9670372
P42224	O60674	R-HSA-9670372
P10721	P40763	R-HSA-9670372
P10721	P51692	R-HSA-9670372
P10721	P51692	R-HSA-9670372
P42229	O60674	R-HSA-9670372
P10721	O60674	R-HSA-9670372
P40763	O60674	R-HSA-9670372
P10721	P42224	R-HSA-9670372
P10721	O60674	R-HSA-9670372
P10721	P51692	R-HSA-9670372
P51692	O60674	R-HSA-9670372
P10721	P42229	R-HSA-9670372
P10721	P40763	R-HSA-9670372
P10721	P42224	R-HSA-9670372
P10721	P42224	R-HSA-9670372
P10721	P42229	R-HSA-9670372
P10721	P42229	R-HSA-9670372
P10721	P42224	R-HSA-9670372
P10721	O60674	R-HSA-9670372
P10721	P51692	R-HSA-9670372
P10721	P40763	R-HSA-9670372
P10721	P40763	R-HSA-9670372
O60674	O60674	R-HSA-9670372
P10721	O60674	R-HSA-9670372
P51692	O60674	R-HSA-9670369
P10721	P42229	R-HSA-9670369
P10721	O60674	R-HSA-9670369
P10721	P42229	R-HSA-9670369
P10721	P40763	R-HSA-9670369
P40763	P42229	R-HSA-9670369
P42224	P40763	R-HSA-9670369
P10721	P42224	R-HSA-9670369
P10721	P40763	R-HSA-9670369
P42224	P42224	R-HSA-9670369
P42224	O60674	R-HSA-9670369
P42229	P51692	R-HSA-9670369
P10721	P42224	R-HSA-9670369
P40763	P40763	R-HSA-9670369
P10721	O60674	R-HSA-9670369
P10721	P42229	R-HSA-9670369
P10721	P42229	R-HSA-9670369
P40763	P51692	R-HSA-9670369
P42229	O60674	R-HSA-9670369
P10721	P51692	R-HSA-9670369
P10721	P42224	R-HSA-9670369
P42224	P42229	R-HSA-9670369
P10721	O60674	R-HSA-9670369
P10721	P40763	R-HSA-9670369
P10721	P51692	R-HSA-9670369
P42229	P42229	R-HSA-9670369
P10721	P42224	R-HSA-9670369
P51692	P51692	R-HSA-9670369
P10721	O60674	R-HSA-9670369
O60674	O60674	R-HSA-9670369
P10721	P51692	R-HSA-9670369
P42224	P51692	R-HSA-9670369
P10721	P40763	R-HSA-9670369
P10721	P51692	R-HSA-9670369
P40763	O60674	R-HSA-9670369
Q16659	O60229	R-HSA-5692713
Q16659	Q8IW41	R-HSA-5692713
O60229	Q8IW41	R-HSA-5692713
Q6ZMT4	Q6ZMT4	R-HSA-6802691
Q9HCM3	Q9HCM3	R-HSA-6802694
P10721	P17252	R-HSA-1433473
P10721	Q07889	R-HSA-9670365
P10721	Q07889	R-HSA-9670365
P10721	P62993	R-HSA-9670365
P10721	Q07889	R-HSA-9670365
P10721	P62993	R-HSA-9670365
P10721	P62993	R-HSA-9670365
P10721	P62993	R-HSA-9670365
P10721	Q07889	R-HSA-9670365
O95835	Q9H8S9	R-HSA-2028559
O95835	Q7L9L4	R-HSA-2028559
Q9H8S9	Q9NRM7	R-HSA-2028584
Q7L9L4	Q9NRM7	R-HSA-2028584
Q7L9L4	Q9NRM7	R-HSA-2028550
Q7L9L4	O95835	R-HSA-2028550
Q9H8S9	Q9NRM7	R-HSA-2028550
Q9H8S9	O95835	R-HSA-2028550
O60674	O60674	R-HSA-2586531
O60674	P48357	R-HSA-2586531
P02545	P02545	R-HSA-6802692
P01854	P12319	R-HSA-2454169
P01854	Q01362	R-HSA-2454169
P07948	P01834	R-HSA-2454169
P07948	P30273	R-HSA-2454169
P07948	P12319	R-HSA-2454169
P01854	P30273	R-HSA-2454169
P07948	Q01362	R-HSA-2454169
P01834	P12319	R-HSA-2454169
P01834	Q01362	R-HSA-2454169
P07948	P01854	R-HSA-2454169
P01834	P30273	R-HSA-2454169
Q14566	43474	R-HSA-68569
P33992	43474	R-HSA-68569
P33991	43474	R-HSA-68569
P49736	43474	R-HSA-68569
P33993	43474	R-HSA-68569
P25205	43474	R-HSA-68569
P10523	P08100	R-HSA-2581511
Q6WCQ1	Q6WCQ1	R-HSA-6802704
Q92878	O60934	R-HSA-5682166
P49959	Q92878	R-HSA-5682166
P49959	O60934	R-HSA-5682166
Q8N726	Q92793	R-HSA-9761732
Q8N726	Q09472	R-HSA-9761732
P62877	P46531	R-HSA-1604468
Q13616	P46531	R-HSA-1604468
Q969H0	P46531	R-HSA-1604468
P63208	P46531	R-HSA-1604468
Q13616	Q01705	R-NUL-2064852
Q969H0	Q01705	R-NUL-2064852
P63208	Q01705	R-NUL-2064852
